pair,horizon,regressor,coef_std,fold_stability,merged_with
USDJPY,1,evt_USD_Gross_Domestic_Product_Price_Index,0.028907610840775578,1.0,evt_USD_Core_Personal_Consumption_Expenditures_QoQ; evt_USD_Gross_Domestic_Product_Annualized; evt_USD_Personal_Consumption_Expenditures_Prices_QoQ
USDJPY,1,evt_USD_ISM_Manufacturing_Prices_Paid,0.017451935836717912,1.0,evt_USD_ISM_Manufacturing_PMI
USDJPY,1,evt_USD_ISM_Services_PMI,0.0129904992031797,1.0,
USDJPY,1,evt_USD_Initial_Jobless_Claims,0.0502854530382367,1.0,
USDJPY,1,evt_USD_Interest_Rate_Projections_Longer,-0.005688905004953389,1.0,evt_USD_Interest_Rate_Projections_1st_year; evt_USD_Interest_Rate_Projections_2nd_year; evt_USD_Interest_Rate_Projections_Current
USDJPY,1,evt_USD_Nondefense_Capital_Goods_Orders_ex_Aircraft,-0.006876744216561855,1.0,evt_USD_Durable_Goods_Orders_ex_Defense
USDJPY,1,evt_USD_Retail_Sales_ex_Autos_MoM,0.01596368614417829,1.0,evt_USD_Retail_Sales_MoM
USDJPY,1,evt_USD_S_P_Global_Manufacturing_PMI,0.018992930892308305,1.0,
USDJPY,1,evt_USD_S_P_Global_Services_PMI,0.00707694668251724,1.0,evt_USD_S_P_Global_Composite_PMI
USDJPY,1,evt_USD_U6_Underemployment_Rate,-0.05938648816249536,1.0,
USDJPY,1,evt_USD_Unemployment_Rate,0.14514214804144096,1.0,evt_USD_Average_Hourly_Earnings_MoM; evt_USD_Average_Hourly_Earnings_YoY; evt_USD_Average_Weekly_Hours; evt_USD_Labor_Force_Participation_Rate; evt_USD_Nonfarm_Payrolls
USDJPY,1,evt_JPY_BoJ_Governor_Ueda_speech,-0.012825907059426276,0.9,
USDJPY,1,evt_JPY_BoJs_Governor_Kuroda_speech,-0.004006227187137702,0.9,
USDJPY,1,evt_JPY_National_Consumer_Price_Index_YoY,-0.007622990420444618,0.9,evt_JPY_National_CPI_ex_Food_Energy_YoY; evt_JPY_National_CPI_ex_Fresh_Food_YoY
USDJPY,1,evt_JPY_Tokyo_Consumer_Price_Index_YoY,-0.0034013596345432435,0.9,evt_JPY_Tokyo_CPI_ex_Food_Energy_YoY; evt_JPY_Tokyo_CPI_ex_Fresh_Food_YoY
USDJPY,1,evt_USD_Feds_Chair_Powell_testifies,-0.0041217381807529836,0.9,
USDJPY,1,evt_USD_Feds_Kashkari_speech,0.003699173273271582,0.9,
USDJPY,1,evt_USD_Feds_Logan_speech,-0.002185104374539923,0.9,
USDJPY,1,evt_USD_Feds_Stanley_Fischer_speech,-0.009781205337553809,0.9,
USDJPY,1,evt_USD_Michigan_Consumer_Sentiment_Index,0.007076621495576059,0.9,
USDJPY,1,evt_USD_President_Trump_speech,0.0022548360654962925,0.9,
USDJPY,1,evt_USD_Feds_Powell_speech,0.0012930302151838843,0.8,
USDJPY,1,evt_USD_Jackson_Hole_Symposium,0.0008819491546782024,0.8,
USDJPY,1,evt_USD_FOMC_Press_Conference,0.004076410172142707,0.7,
USDJPY,1,evt_USD_IMF_Meeting,-0.0036897781915080172,0.7,
USDJPY,1,evt_JPY_BoJ_Monetary_Policy_Meeting_Minutes,-0.0015018170162778342,0.6,
USDJPY,1,evt_USD_Feds_Bullard_speech,0.0002943653605862627,0.4,
USDJPY,5,evt_JPY_National_Consumer_Price_Index_YoY,-0.021444979032576535,1.0,evt_JPY_National_CPI_ex_Food_Energy_YoY; evt_JPY_National_CPI_ex_Fresh_Food_YoY
USDJPY,5,evt_USD_EIA_Crude_Oil_Stocks_Change,0.013936908160454233,1.0,
USDJPY,5,evt_USD_FOMC_Press_Conference,0.007208567856089824,1.0,
USDJPY,5,evt_USD_Fed_Interest_Rate_Decision,0.03600594100257364,1.0,
USDJPY,5,evt_USD_ISM_Manufacturing_Prices_Paid,0.02243191395548193,1.0,evt_USD_ISM_Manufacturing_PMI
USDJPY,5,evt_USD_Unemployment_Rate,0.01588834185109281,1.0,evt_USD_Average_Hourly_Earnings_MoM; evt_USD_Average_Hourly_Earnings_YoY; evt_USD_Average_Weekly_Hours; evt_USD_Labor_Force_Participation_Rate; evt_USD_Nonfarm_Payrolls
USDJPY,5,evt_USD_Former_Feds_Chair_Bernanke_speech,0.006680976577183097,0.9,
USDJPY,5,evt_JPY_BoJ_Monetary_Policy_Statement,0.0024872685847601933,0.7,evt_JPY_BoJ_Interest_Rate_Decision
USDJPY,5,evt_JPY_BoJs_Governor_Kuroda_speech,-0.001334988230183236,0.6,
USDJPY,5,evt_USD_Michigan_Consumer_Sentiment_Index,-0.0005740536726317707,0.5,
USDJPY,22,evt_USD_Fed_Interest_Rate_Decision,0.010491856565683301,0.9,
