number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout,params_head_dropout,params_hidden_size,params_learning_rate,params_num_layers,params_pct_start,params_revin,params_seq_len,user_attrs_best_epoch,user_attrs_setting,state
10,0.08638235926628113,2026-07-06 15:39:33.390177,2026-07-06 15:39:40.952398,0 days 00:00:07.562221,256,False,0.037650630001660856,0.49335594274110217,64,0.00586645653525294,1,0.21605825833161524,1,22,17.0,lstm_optuna_trial_10,COMPLETE
11,0.08649735152721405,2026-07-06 15:39:40.978329,2026-07-06 15:39:47.665599,0 days 00:00:06.687270,256,False,0.010642486646337573,0.487202780010062,64,0.0062682083302873426,1,0.2207717326381046,1,22,17.0,lstm_optuna_trial_11,COMPLETE
12,0.08656007051467896,2026-07-06 15:39:47.683310,2026-07-06 15:39:55.234049,0 days 00:00:07.550739,256,False,0.002127856357031846,0.4996101895409834,64,0.006923809807277531,1,0.20625328759652542,1,22,17.0,lstm_optuna_trial_12,COMPLETE
13,0.08671905100345612,2026-07-06 15:39:55.253191,2026-07-06 15:40:02.033398,0 days 00:00:06.780207,256,False,0.0010114091903027922,0.49695661369983635,64,0.0018445946869210706,1,0.2005911564799267,1,22,17.0,lstm_optuna_trial_13,COMPLETE
14,0.08703767508268356,2026-07-06 15:40:02.057865,2026-07-06 15:40:09.169000,0 days 00:00:07.111135,256,False,0.09653740278320369,0.4273648090742475,64,0.0016793226934656348,1,0.2653487812734357,1,35,17.0,lstm_optuna_trial_14,COMPLETE
15,0.0865371972322464,2026-07-06 15:40:09.189275,2026-07-06 15:40:16.599828,0 days 00:00:07.410553,256,False,0.07281634147475648,0.4082298900258191,64,0.009423202602925035,1,0.170556303104663,1,22,17.0,lstm_optuna_trial_15,COMPLETE
16,0.08112698048353195,2026-07-06 15:40:16.616925,2026-07-06 15:40:22.772096,0 days 00:00:06.155171,256,False,0.23549950026331154,0.4096358839061957,64,0.0019854378325347513,2,0.26015477736906556,1,22,14.0,lstm_optuna_trial_16,COMPLETE
17,0.10145220160484314,2026-07-06 15:40:22.797575,2026-07-06 15:40:24.617491,0 days 00:00:01.819916,256,False,0.24218340876330632,0.3885861067489828,64,0.0013844520898770268,2,0.2967656989375722,1,22,,lstm_optuna_trial_17,PRUNED
18,0.10410301387310028,2026-07-06 15:40:24.632911,2026-07-06 15:40:26.355496,0 days 00:00:01.722585,256,False,0.24735741490530497,0.3685073556760311,64,0.0030670010451963278,2,0.10096544482438857,0,35,,lstm_optuna_trial_18,PRUNED
19,,2026-07-06 15:40:26.370283,2026-07-06 15:40:29.304002,0 days 00:00:02.933719,512,False,0.21236748669345748,0.44376022183035435,256,0.000883963609863077,3,0.33299507645995924,1,22,,lstm_optuna_trial_19,PRUNED
20,0.09790901094675064,2026-07-06 15:40:29.318402,2026-07-06 15:40:34.399887,0 days 00:00:05.081485,64,False,0.2963617335421435,0.3659277081561288,64,0.0007806776903500039,2,0.2521484375670567,1,22,,lstm_optuna_trial_20,PRUNED
21,0.0865684375166893,2026-07-06 15:40:34.414436,2026-07-06 15:40:41.863374,0 days 00:00:07.448938,256,False,0.05210892606384021,0.4544131625618958,64,0.004417114240928407,1,0.219406702450564,1,22,17.0,lstm_optuna_trial_21,COMPLETE
22,0.09607063233852386,2026-07-06 15:40:41.882987,2026-07-06 15:40:44.580130,0 days 00:00:02.697143,256,False,0.16701809804063167,0.4614708134792397,64,0.0029426488447610215,1,0.17843480157956632,1,22,,lstm_optuna_trial_22,PRUNED
23,0.08670976758003235,2026-07-06 15:40:44.594818,2026-07-06 15:40:51.378133,0 days 00:00:06.783315,256,False,0.0451878238598484,0.49548754038445564,64,0.007879474800484999,1,0.2939835845168012,1,22,17.0,lstm_optuna_trial_23,COMPLETE
24,0.08132043480873108,2026-07-06 15:40:51.395530,2026-07-06 15:40:58.472933,0 days 00:00:07.077403,256,False,0.11651978249182204,0.35477896050632735,64,0.00422405553107227,2,0.23555521071389746,1,22,14.0,lstm_optuna_trial_24,COMPLETE
25,0.10677002370357513,2026-07-06 15:40:58.490424,2026-07-06 15:41:00.262180,0 days 00:00:01.771756,256,False,0.09413682318529061,0.34043826431311613,64,0.0025550047194560876,2,0.4952566298244433,1,22,,lstm_optuna_trial_25,PRUNED
26,0.642054557800293,2026-07-06 15:41:00.277214,2026-07-06 15:41:02.133950,0 days 00:00:01.856736,256,False,0.12482906593569655,0.2687026578018741,64,0.0007968772758384394,2,0.3161302441160968,0,70,,lstm_optuna_trial_26,PRUNED
27,0.08889277279376984,2026-07-06 15:41:02.150299,2026-07-06 15:41:11.952851,0 days 00:00:09.802552,256,False,0.18304639718932364,0.4065351375618773,256,0.004726857632751853,3,0.3653572636680319,1,35,10.0,lstm_optuna_trial_27,COMPLETE
28,0.11340721377304622,2026-07-06 15:41:11.969082,2026-07-06 15:41:16.075483,0 days 00:00:04.106401,64,False,0.2030174427857122,0.35585086906482577,128,0.00042162276187910307,2,0.2440694528095429,1,180,,lstm_optuna_trial_28,PRUNED
29,,2026-07-06 15:41:16.091516,2026-07-06 15:41:18.076160,0 days 00:00:01.984644,512,False,0.27272712469498295,0.42282981995745644,32,0.0012548931268951949,2,0.2877073270644594,0,35,,lstm_optuna_trial_29,PRUNED
30,0.10597642511129379,2026-07-06 15:41:18.095777,2026-07-06 15:41:20.066287,0 days 00:00:01.970510,256,False,0.11030248218156664,0.3910889292293832,64,0.0004992399901214001,2,0.18558498819849956,1,22,,lstm_optuna_trial_30,PRUNED
31,0.08651715517044067,2026-07-06 15:41:20.081301,2026-07-06 15:41:26.713501,0 days 00:00:06.632200,256,False,0.028612745332796792,0.4715935405766527,64,0.005683596529737419,1,0.2588994195074553,1,22,17.0,lstm_optuna_trial_31,COMPLETE
32,0.09889282286167145,2026-07-06 15:41:26.738588,2026-07-06 15:41:28.452153,0 days 00:00:01.713565,256,False,0.07255120786691169,0.46452925986439064,64,0.002502043053885667,1,0.23648817798806798,1,22,,lstm_optuna_trial_32,PRUNED
33,0.0817277804017067,2026-07-06 15:41:28.467371,2026-07-06 15:41:35.486330,0 days 00:00:07.018959,256,False,0.025244065855052872,0.43912204406342725,64,0.008741498673299992,2,0.15451183663969345,1,22,14.0,lstm_optuna_trial_33,COMPLETE
34,0.08149980753660202,2026-07-06 15:41:35.504077,2026-07-06 15:41:42.096276,0 days 00:00:06.592199,256,False,0.04953176291961446,0.32999866122869703,64,0.009779976913688222,2,0.15055699898160546,1,22,14.0,lstm_optuna_trial_34,COMPLETE
35,0.10242714732885361,2026-07-06 15:41:42.116265,2026-07-06 15:41:44.287319,0 days 00:00:02.171054,256,False,0.07271232245769339,0.31938669320293694,32,0.003552467040752758,2,0.1418750489989879,1,70,,lstm_optuna_trial_35,PRUNED
36,0.11251201728979747,2026-07-06 15:41:44.303653,2026-07-06 15:41:48.143069,0 days 00:00:03.839416,128,False,0.13021666197351886,0.20976686961252883,128,0.00990496009861331,2,0.15434417916535156,0,180,,lstm_optuna_trial_36,PRUNED
37,,2026-07-06 15:41:48.157896,2026-07-06 15:41:49.579036,0 days 00:00:01.421140,512,True,0.16310271180305608,0.2735587288701009,32,0.001996250145698111,2,0.11294667384770374,1,22,,lstm_optuna_trial_37,PRUNED
38,0.15097594261169434,2026-07-06 15:41:49.593097,2026-07-06 15:41:55.204466,0 days 00:00:05.611369,256,False,0.4980091094932233,0.00028218342926625284,256,1.4503752204966945e-05,3,0.1346117304764672,1,70,,lstm_optuna_trial_38,PRUNED
39,0.10361225406328838,2026-07-06 15:41:55.222505,2026-07-06 15:41:59.528262,0 days 00:00:04.305757,128,True,0.3245570184686285,0.22628212444700263,64,0.003851737290948524,2,0.16113492844262695,0,180,,lstm_optuna_trial_39,PRUNED
40,0.09359704064471382,2026-07-06 15:41:59.543651,2026-07-06 15:42:04.278335,0 days 00:00:04.734684,64,False,0.06201495732113817,0.32706966739395216,128,0.009894784788171178,2,0.18377140399964745,1,22,1.0,lstm_optuna_trial_40,COMPLETE
41,0.08201666176319122,2026-07-06 15:42:04.294532,2026-07-06 15:42:11.249857,0 days 00:00:06.955325,256,False,0.04038495557575783,0.4298988896289814,64,0.005947174502435897,2,0.2026352149280921,1,22,14.0,lstm_optuna_trial_41,COMPLETE
42,0.08266318589448929,2026-07-06 15:42:11.266370,2026-07-06 15:42:17.335268,0 days 00:00:06.068898,256,False,0.024333294606672412,0.38785214039945204,64,0.0063402743560549285,2,0.19319553795446492,1,22,14.0,lstm_optuna_trial_42,COMPLETE
43,0.08158189058303833,2026-07-06 15:42:17.355311,2026-07-06 15:42:24.445226,0 days 00:00:07.089915,256,False,0.09621564835535047,0.43378326797647415,64,0.0049435009114921925,2,0.2676316820936604,1,22,14.0,lstm_optuna_trial_43,COMPLETE
44,0.08891793340444565,2026-07-06 15:42:24.463611,2026-07-06 15:42:27.688569,0 days 00:00:03.224958,256,True,0.09185130680677243,0.2930256215318057,64,0.004357616616951238,2,0.27580660268044294,1,22,2.0,lstm_optuna_trial_44,COMPLETE
45,0.11394334584474564,2026-07-06 15:42:27.704676,2026-07-06 15:42:29.495715,0 days 00:00:01.791039,256,False,0.1501498847840404,0.3453811454581045,64,2.9815957352190526e-05,2,0.31017228084071036,1,22,,lstm_optuna_trial_45,PRUNED
46,0.09347020089626312,2026-07-06 15:42:29.510587,2026-07-06 15:42:35.381532,0 days 00:00:05.870945,128,False,0.11329398464962542,0.37334274555485963,64,0.002310335947631918,3,0.12090044436303743,1,22,5.0,lstm_optuna_trial_46,COMPLETE
47,0.08744901418685913,2026-07-06 15:42:35.399425,2026-07-06 15:42:41.562642,0 days 00:00:06.163217,256,True,0.020276841712386195,0.41393382142048996,64,0.00115394889535838,2,0.38561698414527124,1,22,12.0,lstm_optuna_trial_47,COMPLETE
48,,2026-07-06 15:42:41.578916,2026-07-06 15:42:43.050572,0 days 00:00:01.471656,512,False,0.37542988420242684,0.1200140519277299,32,0.007512072863074432,2,0.22761846200419708,1,22,,lstm_optuna_trial_48,PRUNED
49,0.09462389349937439,2026-07-06 15:42:43.072533,2026-07-06 15:42:50.504562,0 days 00:00:07.432029,256,False,0.09017425643916875,0.4403723734815289,256,0.0035296114259190632,2,0.2666040799005473,1,70,4.0,lstm_optuna_trial_49,COMPLETE
