date,ln_RV
8/30/2010,-1.358172385
8/31/2010,-1.015801813
9/1/2010,-0.861094551
9/2/2010,-1.04202433
9/3/2010,-1.444641493
9/6/2010,-1.905792114
9/7/2010,-0.924186929
9/8/2010,-1.083141815
9/9/2010,-1.064382569
9/10/2010,-0.955230628
9/13/2010,-1.094603529
9/14/2010,-0.730742574
9/15/2010,-0.735306189
9/16/2010,-0.788816712
9/17/2010,-0.727203257
9/20/2010,-1.300933685
9/21/2010,-0.265132877
9/22/2010,-0.745871814
9/23/2010,-0.750780339
9/24/2010,-0.492210363
9/27/2010,-1.001068775
9/28/2010,-0.401810639
9/29/2010,-0.883157495
9/30/2010,-0.461493915
10/1/2010,-1.06786956
10/4/2010,-1.154368974
10/5/2010,-0.579568939
10/6/2010,-0.894599835
10/7/2010,-0.713765846
10/8/2010,-0.106136697
10/11/2010,-0.92066613
10/12/2010,-0.58662776
10/13/2010,-0.883239911
10/14/2010,-0.5354542
10/15/2010,-0.05915855
10/18/2010,-0.590672629
10/19/2010,-0.248203118
10/20/2010,-0.383055799
10/21/2010,-0.086661121
10/22/2010,-0.408712741
10/25/2010,-0.801516485
10/26/2010,-0.691607697
10/27/2010,-0.581730495
10/28/2010,-0.99014504
10/29/2010,-0.846182802
11/1/2010,-0.908865431
11/2/2010,-1.141191466
11/3/2010,-0.339128031
11/4/2010,-0.679448504
11/5/2010,-0.334387208
11/8/2010,-0.313899589
11/9/2010,-0.351554842
11/10/2010,-0.089550431
11/11/2010,-0.491030181
11/12/2010,0.063136259
11/15/2010,-0.533670948
11/16/2010,-0.482860227
11/17/2010,-0.752499664
11/18/2010,-0.788728384
11/19/2010,-0.816925192
11/22/2010,-0.768809505
11/23/2010,-0.151842103
11/24/2010,-0.19300709
11/25/2010,-1.018133742
11/26/2010,-0.590810052
11/29/2010,-0.358828494
11/30/2010,-0.219755708
12/1/2010,-0.015007194
12/2/2010,-0.29826891
12/3/2010,-0.335224569
12/6/2010,-0.411939093
12/7/2010,-0.422062207
12/8/2010,-0.50886443
12/9/2010,-0.661094531
12/10/2010,-1.073535401
12/13/2010,-0.877725869
12/14/2010,-0.500072824
12/15/2010,-0.526079889
12/16/2010,-1.008817105
12/17/2010,-0.61322951
12/20/2010,-0.886623213
12/21/2010,-0.91860319
12/22/2010,-1.194694586
12/23/2010,-0.62658254
12/24/2010,-1.828236918
12/27/2010,-1.378734388
12/28/2010,-0.72647103
12/29/2010,-1.04498952
12/30/2010,-1.330840007
12/31/2010,-0.725719925
1/3/2011,-0.74517907
1/4/2011,-0.616500074
1/5/2011,-0.462896177
1/6/2011,-0.808269294
1/7/2011,-0.416534603
1/10/2011,-0.667733656
1/11/2011,-0.509027993
1/12/2011,-0.45195132
1/13/2011,-0.353023494
1/14/2011,-0.357378939
1/17/2011,-0.962970798
1/18/2011,-0.351821205
1/19/2011,-0.420277249
1/20/2011,-0.539274051
1/21/2011,-0.511132438
1/24/2011,-0.746964165
1/25/2011,-0.363557677
1/26/2011,-0.476870067
1/27/2011,-0.570851339
1/28/2011,-0.701793611
1/31/2011,-0.698025921
2/1/2011,-0.757702405
2/2/2011,-1.176108223
2/3/2011,-0.808436152
2/4/2011,-0.875279472
2/7/2011,-1.069617437
2/8/2011,-0.759142373
2/9/2011,-0.976993056
2/10/2011,-1.073915643
2/11/2011,-1.188139908
2/14/2011,-0.967409422
2/15/2011,-0.961480286
2/16/2011,-0.789630562
2/17/2011,-1.012407913
2/18/2011,-1.02889274
2/21/2011,-1.669307698
2/22/2011,-0.521924575
2/23/2011,-1.08796599
2/24/2011,-0.812565181
2/25/2011,-1.265026891
2/28/2011,-1.144510727
3/1/2011,-1.352522819
3/2/2011,-1.327647423
3/3/2011,-0.584756635
3/4/2011,-1.556903387
3/7/2011,-1.578917382
3/8/2011,-1.42221075
3/9/2011,-1.310573289
3/10/2011,-1.204769768
3/11/2011,-1.094385977
3/14/2011,-0.982763749
3/15/2011,-0.528038336
3/16/2011,-0.903108148
3/17/2011,-0.199373831
3/18/2011,-0.591915403
3/21/2011,-1.200076703
3/22/2011,-1.724011334
3/23/2011,-0.973200049
3/24/2011,-1.151204438
3/25/2011,-1.053127758
3/28/2011,-1.388399885
3/29/2011,-1.315544118
3/30/2011,-1.124093799
3/31/2011,-1.218485036
4/1/2011,-0.79432415
4/4/2011,-1.408865143
4/5/2011,-1.226162546
4/6/2011,-1.519821068
4/7/2011,-1.144578007
4/8/2011,-1.32507221
4/11/2011,-1.570195819
4/12/2011,-1.012194367
4/13/2011,-1.173855955
4/14/2011,-0.869484845
4/15/2011,-1.050312661
4/18/2011,-0.153476647
4/19/2011,-1.068831449
4/20/2011,-0.875849615
4/21/2011,-0.893060859
4/22/2011,-2.3291013
4/25/2011,-1.299989294
4/26/2011,-0.920087142
4/27/2011,-0.684450938
4/28/2011,-0.906048351
4/29/2011,-1.513820716
5/2/2011,-0.588600855
5/3/2011,-0.818806989
5/4/2011,-0.75693238
5/5/2011,-0.096054644
5/6/2011,0.2184216
5/9/2011,-0.310679604
5/10/2011,-0.396403292
5/11/2011,-0.591335178
5/12/2011,-0.363861242
5/13/2011,-0.306414841
5/16/2011,-0.653684658
5/17/2011,-0.335465728
5/18/2011,-0.908597939
5/19/2011,-0.954754292
5/20/2011,-0.70698363
5/23/2011,-0.555406304
5/24/2011,-0.730207835
5/25/2011,-0.495380774
5/26/2011,-0.622130385
5/27/2011,-0.549058565
5/30/2011,-1.82593575
5/31/2011,-1.015105397
6/1/2011,-0.704782034
6/2/2011,-0.814333223
6/3/2011,-0.809185168
6/6/2011,-1.339723035
6/7/2011,-1.456871745
6/8/2011,-1.087932867
6/9/2011,-0.936793047
6/10/2011,-0.986694475
6/13/2011,-1.130802242
6/14/2011,-1.333017679
6/15/2011,-0.792894493
6/16/2011,-0.098189353
6/17/2011,-0.250710739
6/20/2011,-0.742624478
6/21/2011,-0.818943333
6/22/2011,-0.736825389
6/23/2011,-0.408608904
6/24/2011,-0.59761408
6/27/2011,-0.635012585
6/28/2011,-0.665607274
6/29/2011,-0.68760705
6/30/2011,-0.941173643
7/1/2011,-0.899379557
7/4/2011,-1.476580824
7/5/2011,-1.102517571
7/6/2011,-1.098571582
7/7/2011,-0.811723845
7/8/2011,-0.607391923
7/11/2011,-0.580010091
7/12/2011,0.175610687
7/13/2011,-0.175373405
7/14/2011,-0.123279222
7/15/2011,-0.484638023
7/18/2011,-0.564829991
7/19/2011,-0.540421252
7/20/2011,-0.88083105
7/21/2011,-0.276907412
7/22/2011,-1.076274838
7/25/2011,-0.962644108
7/26/2011,-0.965414105
7/27/2011,-0.826393317
7/28/2011,-0.799010418
7/29/2011,-0.409869666
8/1/2011,-0.3736149
8/2/2011,-0.388814291
8/3/2011,-0.27584456
8/4/2011,-0.000923016
8/5/2011,0.215849263
8/8/2011,0.282940181
8/9/2011,0.398581826
8/10/2011,-0.251411858
8/11/2011,0.124481539
8/12/2011,-0.545757865
8/15/2011,-0.730426461
8/16/2011,-0.582587909
8/17/2011,-0.714310848
8/18/2011,-0.497826785
8/19/2011,-0.625816762
8/22/2011,-1.419965958
8/23/2011,-0.817371426
8/24/2011,-0.966383029
8/25/2011,-0.840506772
8/26/2011,-0.834969392
8/29/2011,-1.242431777
8/30/2011,-1.085516148
8/31/2011,-1.105404831
9/1/2011,-0.771044794
9/2/2011,-0.717884994
9/5/2011,-1.056705285
9/6/2011,0.109810546
9/7/2011,-0.488252869
9/8/2011,-0.39866539
9/9/2011,0.028877521
9/12/2011,0.38714475
9/13/2011,0.087912402
9/14/2011,0.097820829
9/15/2011,-0.122964138
9/16/2011,-0.488841173
9/19/2011,-0.522535271
9/20/2011,-0.258615645
9/21/2011,-0.070405042
9/22/2011,0.240999954
9/23/2011,0.019306969
9/26/2011,0.053412172
9/27/2011,-0.101070707
9/28/2011,-0.371570108
9/29/2011,-0.335300359
9/30/2011,-0.39095514
10/3/2011,-0.310978338
10/4/2011,0.078324966
10/5/2011,-0.172452956
10/6/2011,-0.149476613
10/7/2011,-0.295640929
10/10/2011,-0.641338585
10/11/2011,-0.675544305
10/12/2011,-0.491006457
10/13/2011,-0.584795977
10/14/2011,-0.445802407
10/17/2011,-0.58503677
10/18/2011,-0.233708758
10/19/2011,-0.410754387
10/20/2011,0.003340418
10/21/2011,-0.407507967
10/24/2011,-0.636986914
10/25/2011,-0.384059675
10/26/2011,-0.469387351
10/27/2011,-0.36287002
10/28/2011,-0.904314873
10/31/2011,-0.097711016
11/1/2011,0.240826302
11/2/2011,-0.209859864
11/3/2011,0.297338014
11/4/2011,-0.398028939
11/7/2011,-0.480854203
11/8/2011,-0.673924437
11/9/2011,-0.293387027
11/10/2011,-0.148144594
11/11/2011,-0.531055106
11/14/2011,-0.584101903
11/15/2011,-0.492105175
11/16/2011,-0.375376126
11/17/2011,-0.310380741
11/18/2011,-0.561640023
11/21/2011,-0.566298865
11/22/2011,-0.884302022
11/23/2011,-0.520216876
11/24/2011,-1.18613358
11/25/2011,-0.97661094
11/28/2011,-0.61209823
11/29/2011,-0.562175825
11/30/2011,0.652288742
12/1/2011,-0.593674297
12/2/2011,-0.914033583
12/5/2011,-0.96800127
12/6/2011,-1.339948709
12/7/2011,-1.324314196
12/8/2011,-0.641758273
12/9/2011,-0.768797623
12/12/2011,-0.757259187
12/13/2011,-0.45096594
12/14/2011,-0.657522036
12/15/2011,-0.937950628
12/16/2011,-1.315683542
12/19/2011,-1.582487354
12/20/2011,-1.436239013
12/21/2011,-0.683932399
12/22/2011,-0.938482482
12/23/2011,-1.748943913
12/27/2011,-2.558422998
12/28/2011,-1.364971425
12/29/2011,-0.926345737
12/30/2011,-1.257605256
1/3/2012,-1.170494486
1/4/2012,-1.157514851
1/5/2012,-0.759028562
1/6/2012,-0.946217505
1/9/2012,-1.029811876
1/10/2012,-1.096584314
1/11/2012,-0.884147309
1/12/2012,-0.938804334
1/13/2012,-0.359119521
1/16/2012,-1.302591851
1/17/2012,-0.910908523
1/18/2012,-0.46862645
1/19/2012,-0.919437019
1/20/2012,-0.992981644
1/23/2012,-0.964126681
1/24/2012,-0.754234468
1/25/2012,-0.595929441
1/26/2012,-1.033108494
1/27/2012,-0.535012621
1/30/2012,-1.170044361
1/31/2012,-0.900333108
2/1/2012,-0.512560736
2/2/2012,-0.558487802
2/3/2012,-0.615530356
2/6/2012,-0.786790826
2/7/2012,-0.662394516
2/8/2012,-1.014557222
2/9/2012,-0.63328526
2/10/2012,-1.144854372
2/13/2012,-1.179148671
2/14/2012,-0.943665378
2/15/2012,-0.734242378
2/16/2012,-0.672995155
2/17/2012,-1.204952691
2/20/2012,-1.295872629
2/21/2012,-0.282466399
2/22/2012,-1.224000957
2/23/2012,-1.161289951
2/24/2012,-1.420548107
2/27/2012,-1.143078023
2/28/2012,-1.188071965
2/29/2012,-0.927661976
3/1/2012,-1.154832885
3/2/2012,-1.340269893
3/5/2012,-1.055523037
3/6/2012,-1.467402489
3/7/2012,-1.434046575
3/8/2012,-1.089171168
3/9/2012,-1.159266864
3/12/2012,-1.367727364
3/13/2012,-1.199797481
3/14/2012,-1.141672986
3/15/2012,-1.345240559
3/16/2012,-1.139605828
3/19/2012,-1.568017002
3/20/2012,-1.41594704
3/21/2012,-1.417277675
3/22/2012,-1.254758707
3/23/2012,-1.173408198
3/26/2012,-1.086117771
3/27/2012,-1.51253448
3/28/2012,-1.320902302
3/29/2012,-1.32370186
3/30/2012,-1.114807737
4/2/2012,-1.619913254
4/3/2012,-0.947516816
4/4/2012,-1.166903395
4/5/2012,-1.674059126
4/6/2012,-1.683990413
4/9/2012,-1.513692386
4/10/2012,-1.076518061
4/11/2012,-1.288047394
4/12/2012,-1.429171952
4/13/2012,-1.625045644
4/16/2012,-0.968985932
4/17/2012,-1.508589921
4/18/2012,-1.107139984
4/19/2012,-1.346617921
4/20/2012,-1.487113959
4/23/2012,-1.786983256
4/24/2012,-1.850163482
4/25/2012,-1.166282288
4/26/2012,-1.636186778
4/27/2012,-1.407054386
4/30/2012,-2.308627935
5/1/2012,-1.670781182
5/2/2012,-1.270910698
5/3/2012,-1.864779127
5/4/2012,-1.887845364
5/7/2012,-1.160441723
5/8/2012,-1.48100544
5/9/2012,-1.334485849
5/10/2012,-1.656150577
5/11/2012,-1.652753217
5/14/2012,-1.631901681
5/15/2012,-1.286586827
5/16/2012,-0.980435076
5/17/2012,-1.057957663
5/18/2012,-0.93752908
5/21/2012,-1.331187498
5/22/2012,-1.148197889
5/23/2012,-0.867558268
5/24/2012,-0.78035414
5/25/2012,-1.101409522
5/28/2012,-1.511133474
5/29/2012,-1.180853571
5/30/2012,-1.020810861
5/31/2012,-0.959464395
6/1/2012,-0.316477567
6/4/2012,-1.090709133
6/5/2012,-0.949733111
6/6/2012,-0.945993615
6/7/2012,-0.760990458
6/8/2012,-1.092057416
6/11/2012,-0.882114911
6/12/2012,-0.797797117
6/13/2012,-1.024557181
6/14/2012,-1.12211389
6/15/2012,-1.387650332
6/18/2012,-0.730361863
6/19/2012,-1.1718541
6/20/2012,-0.595384768
6/21/2012,-0.827832666
6/22/2012,-1.295518335
6/25/2012,-1.690143869
6/26/2012,-1.134192385
6/27/2012,-1.748353976
6/28/2012,-1.20911663
6/29/2012,0.026351436
7/2/2012,-1.486050851
7/3/2012,-1.749509601
7/4/2012,-1.809584702
7/5/2012,-0.88365074
7/6/2012,-1.501688754
7/9/2012,-1.445591853
7/10/2012,-1.646419918
7/11/2012,-1.381907491
7/12/2012,-1.510930007
7/13/2012,-1.164908801
7/16/2012,-1.412680768
7/17/2012,-0.979729386
7/18/2012,-1.195087829
7/19/2012,-1.158427536
7/20/2012,-1.111752241
7/23/2012,-1.192568159
7/24/2012,-1.362277586
7/25/2012,-0.853823609
7/26/2012,-0.588851138
7/27/2012,-0.163926016
7/30/2012,-1.425844121
7/31/2012,-1.073460542
8/1/2012,-0.893564381
8/2/2012,0.120954117
8/3/2012,-0.737988066
8/6/2012,-1.03259384
8/7/2012,-1.735769655
8/8/2012,-1.748578023
8/9/2012,-1.387242156
8/10/2012,-1.605777795
8/13/2012,-1.668298708
8/14/2012,-1.834740157
8/15/2012,-2.003493293
8/16/2012,-1.885909401
8/17/2012,-1.63035452
8/20/2012,-1.619309568
8/21/2012,-1.295497776
8/22/2012,-1.243665872
8/23/2012,-1.510582556
8/24/2012,-1.268146851
8/27/2012,-2.144709935
8/28/2012,-1.761721493
8/29/2012,-1.876991028
8/30/2012,-1.885289128
8/31/2012,-0.764513343
9/3/2012,-2.161381998
9/4/2012,-1.630900706
9/5/2012,-1.154851455
9/6/2012,-1.044771747
9/7/2012,-1.227371187
9/10/2012,-1.917851729
9/11/2012,-1.619250355
9/12/2012,-1.055471356
9/13/2012,-0.797554378
9/14/2012,-1.276613639
9/17/2012,-1.278794845
9/18/2012,-1.337410516
9/19/2012,-1.426113834
9/20/2012,-1.205384171
9/21/2012,-0.744622153
9/24/2012,-1.266479292
9/25/2012,-1.369123959
9/26/2012,-1.507539559
9/27/2012,-1.318551297
9/28/2012,-1.354057857
10/1/2012,-1.269238287
10/2/2012,-1.532265228
10/3/2012,-1.534521323
10/4/2012,-1.352481914
10/5/2012,-1.763388035
10/8/2012,-1.883376494
10/9/2012,-1.385926511
10/10/2012,-1.482589819
10/11/2012,-1.396242568
10/12/2012,-1.480799578
10/15/2012,-1.785846732
10/16/2012,-1.764056379
10/17/2012,-1.44908403
10/18/2012,-1.695224165
10/19/2012,-1.772538665
10/22/2012,-1.84020932
10/23/2012,-1.894246424
10/24/2012,-1.47058377
10/25/2012,-1.636766023
10/26/2012,-1.515852071
10/29/2012,-1.957231278
10/30/2012,-2.060651548
10/31/2012,-1.963634298
11/1/2012,-1.922230926
11/2/2012,-1.388258382
11/5/2012,-1.742080817
11/6/2012,-1.750300884
11/7/2012,-1.098732476
11/8/2012,-1.401765925
11/9/2012,-1.660778818
11/12/2012,-1.978050261
11/13/2012,-1.632204594
11/14/2012,-1.678488786
11/15/2012,-1.82790145
11/16/2012,-1.671460857
11/19/2012,-1.829745964
11/20/2012,-1.205911117
11/21/2012,-1.558997018
11/22/2012,-1.849588772
11/23/2012,-1.687658246
11/26/2012,-1.979910377
11/27/2012,-1.577390416
11/28/2012,-1.807476008
11/29/2012,-1.843838748
11/30/2012,-1.584067553
12/3/2012,-1.878922429
12/4/2012,-2.089982094
12/5/2012,-2.262956705
12/6/2012,-1.661269886
12/7/2012,-1.506891912
12/10/2012,-2.008167363
12/11/2012,-1.934358213
12/12/2012,-2.126371972
12/13/2012,-1.716411094
12/14/2012,-1.486574859
12/17/2012,-1.84608359
12/18/2012,-2.426149597
12/19/2012,-1.910111027
12/20/2012,-1.39044932
12/21/2012,-1.341230621
12/24/2012,-2.422955972
12/27/2012,-1.495793167
12/28/2012,-1.616622224
12/31/2012,-1.122738273
1/2/2013,-0.803594228
1/3/2013,-1.126018017
1/4/2013,-1.312933994
1/7/2013,-1.528449853
1/8/2013,-1.518435653
1/9/2013,-1.867830757
1/10/2013,-1.243989424
1/11/2013,-1.151786424
1/14/2013,-1.480296908
1/15/2013,-0.984242856
1/16/2013,-1.194174107
1/17/2013,-1.352323869
1/18/2013,-1.036492158
1/21/2013,-2.034103833
1/22/2013,-0.945368661
1/23/2013,-1.241103052
1/24/2013,-1.106986874
1/25/2013,-1.183986866
1/28/2013,-1.532729719
1/29/2013,-1.698360728
1/30/2013,-1.75158464
1/31/2013,-1.888176653
2/1/2013,-1.020220484
2/4/2013,-1.371703275
2/5/2013,-0.821622215
2/6/2013,-1.252671091
2/7/2013,-0.928442416
2/8/2013,-1.305762948
2/11/2013,-1.489602608
2/12/2013,-1.239800904
2/13/2013,-1.461199748
2/14/2013,-1.312057442
2/15/2013,-1.124715419
2/18/2013,-1.888488577
2/19/2013,-1.805535187
2/20/2013,-1.019442953
2/21/2013,-1.095069976
2/22/2013,-1.350025201
2/25/2013,-0.488953964
2/26/2013,-0.455001443
2/27/2013,-0.970369867
2/28/2013,-1.291005487
3/1/2013,-1.079959122
3/4/2013,-1.469762456
3/5/2013,-1.715459987
3/6/2013,-2.03909333
3/7/2013,-1.296035818
3/8/2013,-0.732505516
3/11/2013,-1.941257157
3/12/2013,-1.76066721
3/13/2013,-1.282686101
3/14/2013,-1.501692225
3/15/2013,-1.159235268
3/18/2013,-0.692014273
3/19/2013,-0.41975005
3/20/2013,-0.984787693
3/21/2013,-1.109232441
3/22/2013,-1.230090423
3/25/2013,-0.467949459
3/26/2013,-1.246903756
3/27/2013,-1.470654817
3/28/2013,-1.409222512
3/29/2013,-2.189198673
4/1/2013,-2.100643073
4/2/2013,-1.692042737
4/3/2013,-1.94332886
4/4/2013,-0.419855882
4/5/2013,-0.663770611
4/8/2013,-1.66676626
4/9/2013,-1.227507295
4/10/2013,-1.609391074
4/11/2013,-1.795893792
4/12/2013,-1.455406407
4/15/2013,-1.354617274
4/16/2013,-0.962741317
4/17/2013,-0.91550643
4/18/2013,-1.180065361
4/19/2013,-1.30362498
4/22/2013,-1.817494226
4/23/2013,-1.051850998
4/24/2013,-1.574407698
4/25/2013,-1.520137134
4/26/2013,-1.4883502
4/29/2013,-1.931243722
4/30/2013,-1.453280516
5/1/2013,-1.32529945
5/2/2013,-0.279698144
5/3/2013,-0.226782359
5/6/2013,-1.952057122
5/7/2013,-1.926019144
5/8/2013,-1.68511646
5/9/2013,-1.412622572
5/10/2013,-0.988076464
5/13/2013,-1.390328439
5/14/2013,-1.175189306
5/15/2013,-1.204914007
5/16/2013,-1.206387674
5/17/2013,-1.47509857
5/20/2013,-1.771927062
5/21/2013,-1.422967011
5/22/2013,-0.630831771
5/23/2013,-1.116494675
5/24/2013,-1.237036494
5/27/2013,-2.818087396
5/28/2013,-1.320616733
5/29/2013,-1.087870916
5/30/2013,-1.131792534
5/31/2013,-1.167656474
6/3/2013,-0.873347219
6/4/2013,-1.509068975
6/5/2013,-1.132784155
6/6/2013,-0.511089232
6/7/2013,-0.828535214
6/10/2013,-1.700005826
6/11/2013,-1.175580925
6/12/2013,-1.526153072
6/13/2013,-1.018267848
6/14/2013,-2.015889878
6/17/2013,-1.904184982
6/18/2013,-1.294041575
6/19/2013,-1.060645367
6/20/2013,-0.680002179
6/21/2013,-1.248891657
6/24/2013,-1.103652636
6/25/2013,-1.534869695
6/26/2013,-1.416262722
6/27/2013,-1.706218953
6/28/2013,-1.537960339
7/1/2013,-1.953234398
7/2/2013,-1.675404381
7/3/2013,-1.193273953
7/4/2013,-0.910130514
7/5/2013,-1.25365739
7/8/2013,-2.192901774
7/9/2013,-1.342302812
7/10/2013,-0.238862267
7/11/2013,0.252123001
7/12/2013,-1.079912329
7/15/2013,-1.252312611
7/16/2013,-1.249062918
7/17/2013,-1.023690223
7/18/2013,-1.810451551
7/19/2013,-1.743297819
7/22/2013,-1.965849017
7/23/2013,-2.088376004
7/24/2013,-1.180863696
7/25/2013,-1.373594114
7/26/2013,-1.895285333
7/29/2013,-2.219390072
7/30/2013,-2.076989119
7/31/2013,-0.925030964
8/1/2013,-1.308216544
8/2/2013,-0.945744651
8/5/2013,-1.962936022
8/6/2013,-2.098653647
8/7/2013,-1.897416231
8/8/2013,-2.107420942
8/9/2013,-2.548462841
8/12/2013,-2.354882182
8/13/2013,-1.797129796
8/14/2013,-2.480874936
8/15/2013,-0.605303539
8/16/2013,-2.007640506
8/19/2013,-2.347121046
8/20/2013,-1.710807588
8/21/2013,-1.440194182
8/22/2013,-1.393095242
8/23/2013,-1.821142336
8/26/2013,-2.563822764
8/27/2013,-1.802670584
8/28/2013,-1.867357062
8/29/2013,-1.62267396
8/30/2013,-2.147686864
9/2/2013,-2.637505398
9/3/2013,-1.88801314
9/4/2013,-2.290007663
9/5/2013,-1.433916866
9/6/2013,-1.3019181
9/9/2013,-1.969528723
9/10/2013,-2.221255669
9/11/2013,-1.989437154
9/12/2013,-2.007653593
9/13/2013,-1.923411332
9/16/2013,-2.059474416
9/17/2013,-2.609613237
9/18/2013,-0.665322908
9/19/2013,-1.628826734
9/20/2013,-1.895408992
9/23/2013,-1.721168042
9/24/2013,-2.258827425
9/25/2013,-2.401343194
9/26/2013,-2.186956505
9/27/2013,-2.255572857
9/30/2013,-2.133989374
10/1/2013,-1.808603513
10/2/2013,-1.662128276
10/3/2013,-1.673821935
10/4/2013,-2.17072549
10/7/2013,-2.42136291
10/8/2013,-2.448173911
10/9/2013,-1.794488565
10/10/2013,-2.17918661
10/11/2013,-2.130304965
10/14/2013,-2.558289188
10/15/2013,-1.762213259
10/16/2013,-1.669950332
10/17/2013,-1.549531997
10/18/2013,-2.467095271
10/21/2013,-2.595447373
10/22/2013,-1.347419822
10/23/2013,-2.419334908
10/24/2013,-1.833840763
10/25/2013,-1.99254769
10/28/2013,-2.509943571
10/29/2013,-1.807352594
10/30/2013,-2.001577296
10/31/2013,-1.579200511
11/1/2013,-1.811796729
11/4/2013,-1.75569615
11/5/2013,-2.031313309
11/6/2013,-1.789407497
11/7/2013,0.338216174
11/8/2013,-1.079050427
11/11/2013,-2.45857626
11/12/2013,-1.484409341
11/13/2013,-1.457428327
11/14/2013,-1.655430062
11/15/2013,-2.123584792
11/18/2013,-2.240989421
11/19/2013,-1.714253294
11/20/2013,-0.676235395
11/21/2013,-1.21125145
11/22/2013,-2.163638226
11/25/2013,-2.162983253
11/26/2013,-1.806411313
11/27/2013,-1.978074932
11/28/2013,-2.313336417
11/29/2013,-2.227888207
12/2/2013,-1.781819912
12/3/2013,-2.331815592
12/4/2013,-2.002807356
12/5/2013,-1.112845866
12/6/2013,-1.570696244
12/9/2013,-2.719244129
12/10/2013,-2.250056002
12/11/2013,-1.93204226
12/12/2013,-1.820554929
12/13/2013,-2.177063463
12/16/2013,-2.181510006
12/17/2013,-2.162047746
12/18/2013,-0.745816246
12/19/2013,-1.799379521
12/20/2013,-1.931211585
12/23/2013,-2.70295804
12/24/2013,-2.91464959
12/27/2013,-0.993882913
12/30/2013,-1.956323743
12/31/2013,-1.750179909
1/2/2014,-1.266183496
1/3/2014,-1.874602514
1/6/2014,-1.927716886
1/7/2014,-1.927971736
1/8/2014,-1.773647234
1/9/2014,-1.485566778
1/10/2014,-0.663857986
1/13/2014,-2.286040244
1/14/2014,-2.335478622
1/15/2014,-1.916193786
1/16/2014,-1.80809802
1/17/2014,-2.157462149
1/20/2014,-2.504416624
1/21/2014,-2.221640088
1/22/2014,-2.226884327
1/23/2014,-1.529760847
1/24/2014,-1.434368603
1/27/2014,-2.038530655
1/28/2014,-2.223966009
1/29/2014,-1.464543081
1/30/2014,-1.750325847
1/31/2014,-1.641416753
2/3/2014,-1.856479322
2/4/2014,-2.018426346
2/5/2014,-1.99037388
2/6/2014,-1.088088761
2/7/2014,-1.634556938
2/10/2014,-2.799648889
2/11/2014,-1.957291127
2/12/2014,-1.891116027
2/13/2014,-1.725270758
2/14/2014,-2.43386045
2/17/2014,-2.467270878
2/18/2014,-2.367957724
2/19/2014,-2.793618191
2/20/2014,-2.250791095
2/21/2014,-2.435891073
2/24/2014,-2.53622568
2/25/2014,-2.435365304
2/26/2014,-2.380304417
2/27/2014,-2.117018093
2/28/2014,-1.062008841
3/3/2014,-1.907465302
3/4/2014,-2.049985897
3/5/2014,-1.96822608
3/6/2014,-1.735321279
3/7/2014,-2.032731435
3/10/2014,-2.70558859
3/11/2014,-2.645195524
3/12/2014,-2.506254864
3/13/2014,-1.333171311
3/14/2014,-1.998388999
3/17/2014,-2.315173865
3/18/2014,-1.877358895
3/19/2014,-1.678857115
3/20/2014,-1.980335714
3/21/2014,-2.195187369
3/24/2014,-1.38506489
3/25/2014,-1.772685745
3/26/2014,-2.000389928
3/27/2014,-1.921495759
3/28/2014,-1.961569198
3/31/2014,-1.879535932
4/1/2014,-2.618525953
4/2/2014,-2.61875626
4/3/2014,-1.450635352
4/4/2014,-1.758998894
4/7/2014,-3.051393183
4/8/2014,-2.509643584
4/9/2014,-1.974175061
4/10/2014,-2.700476885
4/11/2014,-2.955694573
4/14/2014,-2.45804288
4/15/2014,-2.515341092
4/16/2014,-2.436477546
4/17/2014,-2.881659331
4/18/2014,-4.309406388
4/21/2014,-3.679032883
4/22/2014,-2.92648278
4/23/2014,-2.223798885
4/24/2014,-2.458694409
4/25/2014,-3.251385898
4/28/2014,-2.671581721
4/29/2014,-2.361580153
4/30/2014,-2.116546024
5/1/2014,-3.567327554
5/2/2014,-1.971975666
5/5/2014,-3.516248171
5/6/2014,-2.621886656
5/7/2014,-2.841499493
5/8/2014,-0.987813236
5/9/2014,-2.423798987
5/12/2014,-3.162678244
5/13/2014,-2.072982393
5/14/2014,-2.616724117
5/15/2014,-2.003216703
5/16/2014,-2.599685599
5/19/2014,-3.076482996
5/20/2014,-3.005904127
5/21/2014,-2.326806361
5/22/2014,-2.624835013
5/23/2014,-3.150457124
5/26/2014,-3.428232754
5/27/2014,-2.996468051
5/28/2014,-2.662768887
5/29/2014,-2.866790912
5/30/2014,-2.766727539
6/3/2014,-2.534957972
6/4/2014,-2.695684299
6/5/2014,-0.710268189
6/6/2014,-1.900917837
6/9/2014,-2.879175214
6/10/2014,-2.580724063
6/11/2014,-2.745659751
6/12/2014,-2.361853563
6/13/2014,-2.733024439
6/16/2014,-2.40170959
6/17/2014,-2.750770702
6/18/2014,-2.379250758
6/19/2014,-2.570466256
6/20/2014,-2.885732485
6/23/2014,-2.872294651
6/24/2014,-2.8770503
6/25/2014,-2.781550947
6/26/2014,-2.265968159
6/27/2014,-3.250789722
6/30/2014,-2.761922735
7/1/2014,-3.216169198
7/2/2014,-3.208930584
7/3/2014,-2.390113937
7/4/2014,-4.024685587
7/7/2014,-3.418622197
7/8/2014,-3.611623117
7/9/2014,-2.948342118
7/10/2014,-2.951712124
7/11/2014,-3.321240616
