date,lnRV
1/12/2012,-0.949597887
1/13/2012,-0.357623838
1/16/2012,-1.305147847
1/17/2012,-0.922273795
1/18/2012,-0.484657076
1/19/2012,-0.925978631
1/20/2012,-0.985117975
1/23/2012,-0.955914823
1/24/2012,-0.756710997
1/25/2012,-0.573417711
1/26/2012,-1.034421874
1/27/2012,-0.551656948
1/30/2012,-1.168168846
1/31/2012,-0.899605444
2/1/2012,-0.514809497
2/2/2012,-0.566228641
2/3/2012,-0.620177139
2/6/2012,-0.80308205
2/7/2012,-0.669574171
2/8/2012,-1.009064213
2/9/2012,-0.641860291
2/10/2012,-1.154753759
2/13/2012,-1.181895113
2/14/2012,-0.952188086
2/15/2012,-0.730916864
2/16/2012,-0.692632938
2/17/2012,-1.220765106
2/20/2012,-1.306612725
2/21/2012,-0.224751035
2/22/2012,-1.2335429
2/23/2012,-1.135496067
2/24/2012,-1.435200779
2/27/2012,-1.141687369
2/28/2012,-1.198681236
2/29/2012,-0.919034165
3/1/2012,-1.159371277
3/2/2012,-1.347210017
3/5/2012,-1.056224598
3/6/2012,-1.458868128
3/7/2012,-1.442771104
3/8/2012,-1.09545366
3/9/2012,-1.182382105
3/12/2012,-1.382498238
3/13/2012,-1.225258683
3/14/2012,-1.156952123
3/15/2012,-1.339158978
3/16/2012,-1.159633926
3/19/2012,-1.58926598
3/20/2012,-1.421490941
3/21/2012,-1.412332454
3/22/2012,-1.253245554
3/23/2012,-1.202235611
3/26/2012,-1.074403462
3/27/2012,-1.517353271
3/28/2012,-1.317379946
3/29/2012,-1.326848773
3/30/2012,-1.112380573
4/2/2012,-1.618354382
4/3/2012,-0.948934882
4/4/2012,-1.16187575
4/5/2012,-1.675458952
4/6/2012,-1.614170009
4/10/2012,-1.08672704
4/11/2012,-1.284450852
4/12/2012,-1.424755522
4/13/2012,-1.64069644
4/16/2012,-0.978493211
4/17/2012,-1.490095647
4/18/2012,-1.11111779
4/19/2012,-1.344028253
4/20/2012,-1.484336616
4/23/2012,-1.803299381
4/24/2012,-1.85266831
4/25/2012,-1.16984967
4/26/2012,-1.587807844
4/27/2012,-1.413341974
4/30/2012,-2.296491543
5/1/2012,-1.691304804
5/2/2012,-1.258683353
5/3/2012,-1.872430777
5/4/2012,-1.896844265
5/7/2012,-1.170270854
5/8/2012,-1.466191962
5/9/2012,-1.323254685
5/10/2012,-1.639306342
5/11/2012,-1.632954541
5/14/2012,-1.636771665
5/15/2012,-1.294916411
5/16/2012,-0.962876204
5/17/2012,-1.055526543
5/18/2012,-0.942926441
5/21/2012,-1.302378665
5/22/2012,-1.141521061
5/23/2012,-0.865949937
5/24/2012,-0.784228566
5/25/2012,-1.104232854
5/28/2012,-1.50988061
5/29/2012,-1.181240119
5/30/2012,-1.034699069
5/31/2012,-0.959329219
6/1/2012,-0.356884257
6/5/2012,-0.934100964
6/6/2012,-0.952679286
6/7/2012,-0.740943121
6/8/2012,-1.090894288
6/11/2012,-0.882066608
6/12/2012,-0.793144282
6/13/2012,-1.014649994
6/14/2012,-1.115677008
6/15/2012,-1.377052555
6/18/2012,-0.743557008
6/19/2012,-1.169313473
6/20/2012,-0.605917538
6/21/2012,-0.836634379
6/22/2012,-1.314604806
6/25/2012,-1.684296914
6/26/2012,-1.123347984
6/27/2012,-1.756001973
6/28/2012,-1.203899009
6/29/2012,0.020641707
7/2/2012,-1.48250399
7/3/2012,-1.736284414
7/4/2012,-1.821591924
7/5/2012,-0.878132287
7/6/2012,-1.516014448
7/9/2012,-1.441245517
7/10/2012,-1.634812554
7/11/2012,-1.385404214
7/12/2012,-1.509204397
7/13/2012,-1.155853758
7/16/2012,-1.411803401
7/17/2012,-0.978223878
7/18/2012,-1.191126969
7/19/2012,-1.153434389
7/20/2012,-1.11614928
7/23/2012,-1.171068388
7/24/2012,-1.353937434
7/25/2012,-0.87425218
7/26/2012,-0.452514784
7/27/2012,-0.17260484
7/30/2012,-1.420455509
7/31/2012,-1.094250826
8/1/2012,-0.925490483
8/2/2012,0.254481043
8/3/2012,-0.747633423
8/6/2012,-1.028863369
8/7/2012,-1.735635029
8/8/2012,-1.749195111
8/9/2012,-1.391535034
8/10/2012,-1.592582132
8/13/2012,-1.671304841
8/14/2012,-1.845896598
8/15/2012,-2.026353322
8/16/2012,-1.890610648
8/17/2012,-1.631166823
8/20/2012,-1.634302401
8/21/2012,-1.319296204
8/22/2012,-1.242420448
8/23/2012,-1.511296901
8/24/2012,-1.265731358
8/27/2012,-2.148830515
8/28/2012,-1.751000446
8/29/2012,-1.86398538
8/30/2012,-1.8880816
8/31/2012,-0.766825634
9/3/2012,-2.155498786
9/4/2012,-1.606873355
9/5/2012,-1.158541391
9/6/2012,-1.052487418
9/7/2012,-1.205152462
9/10/2012,-1.923573595
9/11/2012,-1.614016327
9/12/2012,-1.056698659
9/13/2012,-0.798705023
9/14/2012,-1.272422787
9/17/2012,-1.284843229
9/18/2012,-1.335148753
9/19/2012,-1.425854485
9/20/2012,-1.200066144
9/21/2012,-0.739942085
9/24/2012,-1.287834182
9/25/2012,-1.364383164
9/26/2012,-1.514521771
9/27/2012,-1.32028827
9/28/2012,-1.342852461
10/1/2012,-1.278911169
10/2/2012,-1.538965373
10/3/2012,-1.530022478
10/4/2012,-1.350711478
10/5/2012,-1.766771821
10/8/2012,-1.878312397
10/9/2012,-1.380636848
10/10/2012,-1.478021081
10/11/2012,-1.379279743
10/12/2012,-1.498960421
10/15/2012,-1.786229951
10/16/2012,-1.758629251
10/17/2012,-1.4607621
10/18/2012,-1.710249385
10/19/2012,-1.755737687
10/22/2012,-1.82929935
10/23/2012,-1.900485066
10/24/2012,-1.476272872
10/25/2012,-1.64602832
10/26/2012,-1.501414822
10/29/2012,-1.957379733
10/30/2012,-2.056518452
10/31/2012,-1.964161359
11/1/2012,-1.893086071
11/2/2012,-1.392457501
11/5/2012,-1.738367826
11/6/2012,-1.751370431
11/7/2012,-1.0962327
11/8/2012,-1.390507425
11/9/2012,-1.664498086
11/12/2012,-2.043549325
11/13/2012,-1.644842961
11/14/2012,-1.671082989
11/15/2012,-1.826492416
11/16/2012,-1.67596551
11/19/2012,-1.852243048
11/20/2012,-1.19735019
11/21/2012,-1.563527311
11/22/2012,-1.844235784
11/23/2012,-1.69520296
11/26/2012,-1.96594009
11/27/2012,-1.536201308
11/28/2012,-1.800264784
11/29/2012,-1.855096273
11/30/2012,-1.583043684
12/3/2012,-1.896537379
12/4/2012,-2.091522781
12/5/2012,-2.279061981
12/6/2012,-1.657615149
12/7/2012,-1.508911589
12/10/2012,-1.984127755
12/11/2012,-1.917709319
12/12/2012,-2.135493232
12/13/2012,-1.728492746
12/14/2012,-1.493866364
12/17/2012,-1.864439719
12/18/2012,-2.416828545
12/19/2012,-1.920236797
12/20/2012,-1.392931358
12/21/2012,-1.340085501
12/24/2012,-2.39258665
12/25/2012,-3.748327061
12/26/2012,-1.914386314
12/27/2012,-1.502156139
12/28/2012,-1.615399365
12/31/2012,-1.144123983
1/2/2013,-0.801787142
1/3/2013,-1.126238233
1/4/2013,-1.286610721
1/7/2013,-1.546335758
1/8/2013,-1.521479441
1/9/2013,-1.887047752
1/10/2013,-1.247156237
1/11/2013,-1.15267867
1/14/2013,-1.479525587
1/15/2013,-0.97321256
1/16/2013,-1.196649785
1/17/2013,-1.349045753
1/18/2013,-1.042220102
1/21/2013,-2.033914767
1/22/2013,-0.953309322
1/23/2013,-1.239510396
1/24/2013,-1.117486584
1/25/2013,-1.189276949
1/28/2013,-1.539173345
1/29/2013,-1.698420374
1/30/2013,-1.753643632
1/31/2013,-1.900626541
2/1/2013,-1.038889184
2/4/2013,-1.375932645
2/5/2013,-0.816811577
2/6/2013,-1.253332109
2/7/2013,-0.92040258
2/8/2013,-1.297118336
2/11/2013,-1.503546718
2/12/2013,-1.228700821
2/13/2013,-1.478476466
2/14/2013,-1.311978631
2/15/2013,-1.136584836
2/18/2013,-1.875502186
2/19/2013,-1.791462833
2/20/2013,-1.023819729
2/21/2013,-1.081408544
2/22/2013,-1.347259691
2/25/2013,-0.512802393
2/26/2013,-0.571470167
2/28/2013,-1.386912095
3/1/2013,-1.101852237
3/4/2013,-1.468197795
3/5/2013,-1.715740111
3/6/2013,-2.037017407
3/7/2013,-1.280292018
3/8/2013,-0.741438006
3/11/2013,-1.954223054
3/12/2013,-1.761160418
3/13/2013,-1.289420559
3/14/2013,-1.501588739
3/15/2013,-1.155746353
3/18/2013,-0.767614244
3/19/2013,-0.427406905
3/20/2013,-0.986298368
3/21/2013,-1.113404415
3/22/2013,-1.240641955
