number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout,params_head_dropout,params_hidden_size,params_learning_rate,params_num_layers,params_pct_start,params_revin,params_seq_len,user_attrs_best_epoch,user_attrs_setting,state
19,,2026-07-06 15:32:52.132116,2026-07-06 15:32:54.901887,0 days 00:00:02.769771,512,False,0.07602130518469297,0.36567791769502356,256,0.0005759739610024262,3,0.19212736898552984,1,35,,lstm_optuna_trial_19,PRUNED
20,0.21799235897404806,2026-07-06 15:32:54.917074,2026-07-06 15:33:01.635593,0 days 00:00:06.718519,64,False,0.19616640671165256,0.43413864456102624,64,0.0028919809637795255,3,0.39131392522047925,1,35,,lstm_optuna_trial_20,PRUNED
21,0.1843118965625763,2026-07-06 15:33:01.649857,2026-07-06 15:33:10.839424,0 days 00:00:09.189567,256,False,0.06287546463465829,0.4497287887814207,64,0.004192437833711765,3,0.29948213649321753,1,35,25.0,lstm_optuna_trial_21,COMPLETE
22,0.1825868785381317,2026-07-06 15:33:10.855938,2026-07-06 15:33:20.115664,0 days 00:00:09.259726,256,False,0.07790950898086843,0.44536753153646924,64,0.0008750574523035962,3,0.3015632077929269,1,35,25.0,lstm_optuna_trial_22,COMPLETE
23,0.1992756724357605,2026-07-06 15:33:20.138409,2026-07-06 15:33:25.861773,0 days 00:00:05.723364,256,False,0.06788133827408566,0.37071021905687557,64,0.0010192986312664318,3,0.30070475927105544,1,35,12.0,lstm_optuna_trial_23,COMPLETE
24,0.22817102074623108,2026-07-06 15:33:25.878502,2026-07-06 15:33:27.750477,0 days 00:00:01.871975,256,False,0.061053881440115254,0.450639569090867,64,0.00032661398932272136,3,0.22389746115479575,1,35,,lstm_optuna_trial_24,PRUNED
25,0.19483445584774017,2026-07-06 15:33:27.771163,2026-07-06 15:33:34.118892,0 days 00:00:06.347729,256,False,0.15135816915830053,0.3434409968414491,64,0.0035088398422057168,3,0.33986034365085294,1,35,12.0,lstm_optuna_trial_25,COMPLETE
26,0.31957414746284485,2026-07-06 15:33:34.135825,2026-07-06 15:33:35.837681,0 days 00:00:01.701856,256,False,0.2674116365036466,0.45486797190826195,64,0.0008439896238824173,2,0.2762330122996279,0,35,,lstm_optuna_trial_26,PRUNED
27,0.23496592044830322,2026-07-06 15:33:35.852555,2026-07-06 15:33:39.065649,0 days 00:00:03.213094,256,False,0.12286228272999947,0.28228996951765406,256,0.00040167814507122813,3,0.19194759913255277,1,35,,lstm_optuna_trial_27,PRUNED
28,0.21827705843108042,2026-07-06 15:33:39.080580,2026-07-06 15:33:46.972429,0 days 00:00:07.891849,64,False,0.19103951616965192,0.37675147154720046,128,0.0027404308965988185,3,0.3133335368537814,1,35,,lstm_optuna_trial_28,PRUNED
29,,2026-07-06 15:33:46.987648,2026-07-06 15:33:48.296735,0 days 00:00:01.309087,512,False,0.04310000116846616,0.4669476043466093,32,0.0004883818817888094,2,0.2706601702729016,0,35,,lstm_optuna_trial_29,PRUNED
30,0.2334577739238739,2026-07-06 15:33:48.311444,2026-07-06 15:33:50.105111,0 days 00:00:01.793667,256,False,0.09729696975632325,0.34908537032609027,64,1.3782679073515126e-05,3,0.2436512742923322,1,35,,lstm_optuna_trial_30,PRUNED
31,0.19467246532440186,2026-07-06 15:33:50.119265,2026-07-06 15:33:56.710707,0 days 00:00:06.591442,256,False,0.17389901091535623,0.3286839960114707,64,0.004051966682863389,3,0.3494132290165569,1,35,12.0,lstm_optuna_trial_31,COMPLETE
32,0.19778133928775787,2026-07-06 15:33:56.727865,2026-07-06 15:34:02.338298,0 days 00:00:05.610433,256,False,0.17872361270728798,0.0007751018784332431,64,0.0021193171578224473,3,0.35661698728118946,1,35,12.0,lstm_optuna_trial_32,COMPLETE
33,0.19008739292621613,2026-07-06 15:34:02.356649,2026-07-06 15:34:13.439996,0 days 00:00:11.083347,256,False,0.08318628937831735,0.39576921943569593,64,0.005092085688234117,3,0.2907747747228032,1,180,29.0,lstm_optuna_trial_33,COMPLETE
34,0.20061539113521576,2026-07-06 15:34:13.456397,2026-07-06 15:34:18.285295,0 days 00:00:04.828898,256,False,0.03641740411501182,0.40977242526320795,64,0.009595745291720628,3,0.3015840567186924,1,180,5.0,lstm_optuna_trial_34,COMPLETE
35,0.24668163061141968,2026-07-06 15:34:18.304483,2026-07-06 15:34:20.503672,0 days 00:00:02.199189,256,False,0.08322766165458659,0.4573100524009054,32,0.005340278668614633,3,0.22233856941647023,1,180,,lstm_optuna_trial_35,PRUNED
36,0.4840821921825409,2026-07-06 15:34:20.518434,2026-07-06 15:34:25.746852,0 days 00:00:05.228418,128,False,0.12911205907695045,0.3871824087730874,128,0.0001011895658382964,3,0.2882312168029425,0,180,,lstm_optuna_trial_36,PRUNED
37,,2026-07-06 15:34:25.772669,2026-07-06 15:34:27.238601,0 days 00:00:01.465932,512,True,0.05341364940034351,0.4361836285273578,32,0.0013637706650795993,3,0.3276924384495191,1,70,,lstm_optuna_trial_37,PRUNED
38,0.2320420742034912,2026-07-06 15:34:27.252702,2026-07-06 15:34:36.023701,0 days 00:00:08.770999,256,False,0.4980091094932233,0.2435820960688061,256,0.00029548618206964606,2,0.18581114942908578,1,180,,lstm_optuna_trial_38,PRUNED
39,1.6936328808466594,2026-07-06 15:34:36.038209,2026-07-06 15:34:38.563839,0 days 00:00:02.525630,128,True,0.1522445427742794,0.4039371241354918,64,3.5909238405408965e-05,3,0.261560270972994,0,70,,lstm_optuna_trial_39,PRUNED
40,0.23181203859192984,2026-07-06 15:34:38.578321,2026-07-06 15:34:41.637400,0 days 00:00:03.059079,64,False,0.11249227166127823,0.471838466148471,128,0.0006923062006914371,1,0.41401220302347563,1,180,,lstm_optuna_trial_40,PRUNED
41,0.19446103274822235,2026-07-06 15:34:41.651882,2026-07-06 15:34:48.093665,0 days 00:00:06.441783,256,False,0.29330384685048017,0.3264451095172549,64,0.00417813837393919,3,0.3621614403666783,1,35,12.0,lstm_optuna_trial_41,COMPLETE
42,0.20222468674182892,2026-07-06 15:34:48.110538,2026-07-06 15:34:55.299290,0 days 00:00:07.188752,256,False,0.2818830831500996,0.2709840683101116,64,0.005506912111582539,3,0.3239881808310989,1,180,12.0,lstm_optuna_trial_42,COMPLETE
43,0.1952696442604065,2026-07-06 15:34:55.319356,2026-07-06 15:35:01.368076,0 days 00:00:06.048720,256,False,0.31551659813802874,0.31432922254854934,64,0.0023469541698957655,3,0.3656224151629271,1,70,12.0,lstm_optuna_trial_43,COMPLETE
44,0.24683213233947754,2026-07-06 15:35:01.384868,2026-07-06 15:35:03.363141,0 days 00:00:01.978273,256,True,0.3887690877373861,0.3547648245444985,64,0.0033818584793892503,3,0.289775164720317,1,35,,lstm_optuna_trial_44,PRUNED
45,0.21628707647323608,2026-07-06 15:35:03.377571,2026-07-06 15:35:05.116376,0 days 00:00:01.738805,256,False,0.026820988744962575,0.1791225654101243,64,0.0010966654035837104,3,0.3266686582517415,1,35,,lstm_optuna_trial_45,PRUNED
46,0.23213454087575278,2026-07-06 15:35:05.130942,2026-07-06 15:35:08.065508,0 days 00:00:02.934566,128,False,0.0846281270053497,0.43162557060729734,64,0.0002166279289951673,3,0.24501278948326988,1,180,,lstm_optuna_trial_46,PRUNED
47,0.24903100728988647,2026-07-06 15:35:08.082097,2026-07-06 15:35:10.276752,0 days 00:00:02.194655,256,True,0.4935378637492097,0.30535097223289187,64,0.006831884957127661,3,0.36774279044853764,1,35,,lstm_optuna_trial_47,PRUNED
48,,2026-07-06 15:35:10.291464,2026-07-06 15:35:11.601575,0 days 00:00:01.310111,512,False,0.014601020840269513,0.10203398081433288,32,0.004434521317533289,3,0.40650108015600617,1,35,,lstm_optuna_trial_48,PRUNED
49,0.22496125102043152,2026-07-06 15:35:11.615667,2026-07-06 15:35:15.118500,0 days 00:00:03.502833,256,False,0.47073183166824706,0.33688982864296546,256,0.001489482253516992,2,0.4427232815681691,1,70,,lstm_optuna_trial_49,PRUNED
